collection_number,experiment,collection_comment,chain_rewards,force_pickup,force_random_choice,valid_step_reward,failed_step_reward,fitness_bias_scalar,steps_to_retain,game,point_mutation_scalar,point_mutation_amount_max,point_mutation_chance_max,point_mutation_amount,point_mutation_chance,carryover_count,size_new_generations,generations,
11000,34.25.7154,Various generation sizes and lengths solving coin_collector_15 with optimised hyperparameters,False,False,False,10,-1,0.25,150,coin_collector_15,0.8,0.1,0.75,0.35,0.3,0,30,100,
