generation,stage,#,serial_number,checksum,parent_1,parent_2,hidden_checksum,output_checksum,input,hidden_type,hidden_neurons,hidden_activation,output_type,output_count,output_activation,fitness,
initial, initial,0,0,0.08043610426483316,None,None,-1.0635564364492893,-0.0068740323185920715,355,0.24545203527978188,512.0,0.20512154836919738,0.6609251405977921,5,0.03936784878594324,None
initial, initial,1,1,1.8448161526690698,None,None,0.5037026852369308,-0.09507611393928528,355,0.24749353310372912,512.0,0.8786855882693011,0.185973125301081,5,0.12403733469731293,None
initial, initial,2,2,1.162992826473439,None,None,0.1585066094994545,0.017616890370845795,355,0.2934365319062022,512.0,0.08150296399011181,0.5726178222239979,5,0.03931200848282679,None
initial, initial,3,3,0.43076691071069706,None,None,-1.5489531382918358,0.08781088888645172,355,0.32054658766165267,512.0,0.5330528630974397,0.8490496397964602,5,0.18926006956052854,None
initial, initial,4,4,0.7162956459409621,None,None,-1.2391605488955975,-0.04620043933391571,355,0.6969989858774063,512.0,0.9140723264139142,0.3393888559171948,5,0.051196465961959925,None
initial, initial,5,5,0.9962718316643464,None,None,-0.3418189696967602,0.07720976695418358,355,0.14899473104574645,512.0,0.4981631750655803,0.3034371359438006,5,0.31028599235179566,None
initial, initial,6,6,2.0752233970014236,None,None,0.38579218089580536,0.05332840979099274,355,0.40867332072398355,512.0,0.5795511071612762,0.514086334204346,5,0.13379204422501956,None
initial, initial,7,7,1.7358821078621771,None,None,0.08436084166169167,-0.02707594633102417,355,0.2584025336617075,512.0,0.4402473138849661,0.2227791342551857,5,0.7571682307296503,None
initial, initial,8,8,1.852347730087433,None,None,-0.8607894331216812,-0.08227827399969101,355,0.8984215977211661,512.0,0.33360596685396116,0.7926176228903887,5,0.7707702497432891,None
initial, initial,9,9,3.612365059431067,None,None,1.6081746071577072,0.010489586740732193,355,0.7403664785924846,512.0,0.2789288535169797,0.21473164760590235,5,0.7596738858172605,None
0,after_evaluation,0,0,0.08043610426483316,None,None,-1.0635564364492893,-0.0068740323185920715,355,0.24545203527978188,512.0,0.20512154836919738,0.6609251405977921,5,0.03936784878594324,142
0,after_evaluation,1,1,1.8448161526690698,None,None,0.5037026852369308,-0.09507611393928528,355,0.24749353310372912,512.0,0.8786855882693011,0.185973125301081,5,0.12403733469731293,144
0,after_evaluation,2,2,1.162992826473439,None,None,0.1585066094994545,0.017616890370845795,355,0.2934365319062022,512.0,0.08150296399011181,0.5726178222239979,5,0.03931200848282679,78
0,after_evaluation,3,3,0.43076691071069706,None,None,-1.5489531382918358,0.08781088888645172,355,0.32054658766165267,512.0,0.5330528630974397,0.8490496397964602,5,0.18926006956052854,37
0,after_evaluation,4,4,0.7162956459409621,None,None,-1.2391605488955975,-0.04620043933391571,355,0.6969989858774063,512.0,0.9140723264139142,0.3393888559171948,5,0.051196465961959925,1
0,after_evaluation,5,5,0.9962718316643464,None,None,-0.3418189696967602,0.07720976695418358,355,0.14899473104574645,512.0,0.4981631750655803,0.3034371359438006,5,0.31028599235179566,91
0,after_evaluation,6,6,2.0752233970014236,None,None,0.38579218089580536,0.05332840979099274,355,0.40867332072398355,512.0,0.5795511071612762,0.514086334204346,5,0.13379204422501956,91
0,after_evaluation,7,7,1.7358821078621771,None,None,0.08436084166169167,-0.02707594633102417,355,0.2584025336617075,512.0,0.4402473138849661,0.2227791342551857,5,0.7571682307296503,80
0,after_evaluation,8,8,1.852347730087433,None,None,-0.8607894331216812,-0.08227827399969101,355,0.8984215977211661,512.0,0.33360596685396116,0.7926176228903887,5,0.7707702497432891,69
0,after_evaluation,9,9,3.612365059431067,None,None,1.6081746071577072,0.010489586740732193,355,0.7403664785924846,512.0,0.2789288535169797,0.21473164760590235,5,0.7596738858172605,79
0,after_carryover,0,10,-0.5629574299830733,2,0,-1.7922228020615876,0.059804368764162064,355,0.05353449255652418,512.0,0.20512154836919738,0.7468024293349951,5,0.1640025330536355,None
0,after_carryover,1,11,5.6364200142808665,2,8,4.035062755923718,0.0874751154333353,355,0.7182022524695992,512.0,0.183750059747389,0.5726178222239979,5,0.03931200848282679,None
