generation,number_of_networks,maximum_fitness,average_fitness,
0,20,95,13.4
1,22,128,17.32
2,22,131,37.68
3,22,121,31.41
4,22,121,19.91
5,22,140,30.64
6,22,75,10.09
7,22,143,21.23
8,22,127,12.77
9,22,129,37.27
10,22,134,29.91
11,22,133,35.73
12,22,138,22.36
13,22,141,33.5
14,22,140,47.73
15,22,137,42.23
16,22,142,34.95
17,22,142,32.77
18,22,138,33.18
19,22,132,45.86
20,22,139,45.73
21,22,101,13.95
22,22,142,25.64
23,22,142,39.14
24,22,129,49.68
25,22,139,33.09
26,22,136,27.68
27,22,141,28.55
28,22,132,38.14
29,22,138,31.82
30,22,135,45.45
31,22,140,42.09
32,22,142,46.18
33,22,136,29.95
34,22,143,25.05
35,22,146,41.55
36,22,143,32.32
37,22,141,24.68
38,22,131,34.82
39,22,136,17.5
40,22,142,16.91
41,22,139,39.14
42,22,140,40.32
43,22,142,27.95
44,22,136,27.14
45,22,141,44.23
46,22,134,33.36
47,22,144,33.82
48,22,144,25.59
49,22,136,57.86
