generation,number_of_networks,maximum_fitness,average_fitness,
0,20,1,1.0
1,20,1,1.0
2,20,226,22.65
3,20,341,25.4
4,20,298,34.5
5,20,303,26.6
6,20,405,67.85
7,20,136,7.75
8,20,162,14.85
9,20,326,31.25
10,20,239,19.95
11,20,278,29.65
12,20,314,16.65
13,20,326,34.5
14,20,121,7.0
15,20,373,66.0
16,20,1,1.0
17,20,279,19.3
18,20,204,36.65
19,20,88,6.15
20,20,337,43.2
21,20,244,13.15
22,20,220,33.25
23,20,275,28.2
24,20,300,25.7
25,20,223,13.0
26,20,266,28.3
27,20,291,15.5
28,20,199,10.9
29,20,96,5.75
30,20,225,31.75
31,20,406,41.6
32,20,255,29.0
33,20,255,13.7
34,20,1,1.0
35,20,1,1.0
36,20,1,1.0
37,20,269,14.45
38,20,3,1.1
39,20,250,41.0
40,20,347,18.3
41,20,1,1.0
42,20,298,40.05
43,20,356,34.1
44,20,1,1.0
45,20,95,5.9
46,20,341,39.35
47,20,93,5.6
48,20,317,41.0
49,20,1,1.0
50,20,154,11.85
51,20,361,34.3
52,20,323,17.1
53,20,184,24.25
54,20,247,18.25
55,20,179,11.45
56,20,305,23.7
57,20,102,9.85
58,20,215,42.75
59,20,269,14.4
60,20,260,34.8
61,20,48,3.35
62,20,267,19.8
63,20,271,21.2
64,20,21,2.0
65,20,384,52.55
66,20,264,19.95
67,20,305,41.65
68,20,278,14.85
69,20,126,8.25
70,20,297,57.35
71,20,244,19.95
72,20,143,11.4
73,20,271,35.15
74,20,268,33.5
75,20,262,17.4
76,20,58,3.85
77,20,216,17.6
78,20,255,24.85
79,20,346,22.1
80,20,206,22.9
81,20,106,7.7
82,20,229,45.55
83,20,56,3.75
84,20,297,27.7
85,20,231,12.5
86,20,97,5.8
87,20,285,36.2
88,20,331,17.95
89,20,286,26.2
90,20,16,1.75
91,20,251,23.85
92,20,230,17.5
93,20,271,30.45
94,20,318,27.95
95,20,337,17.8
96,20,182,16.65
97,20,14,1.65
98,20,272,40.6
99,20,254,21.65
100,20,382,20.05
101,20,212,21.85
102,20,101,6.55
103,20,232,27.3
104,20,380,27.9
105,20,199,18.75
106,20,48,3.85
107,20,317,27.15
108,20,329,42.7
109,20,225,24.9
110,20,232,25.55
111,20,146,11.95
112,20,212,29.8
113,20,234,21.85
114,20,355,47.5
115,20,390,59.3
116,20,262,18.15
117,20,315,25.15
118,20,298,36.55
119,20,390,21.9
120,20,40,2.95
121,20,279,20.8
122,20,305,37.05
123,20,168,9.35
124,20,349,20.1
125,20,307,28.95
126,20,322,30.45
127,20,299,34.0
128,20,366,53.4
129,20,1,1.0
130,20,1,1.0
131,20,274,32.2
132,20,119,6.9
133,20,335,34.8
134,20,252,20.95
135,20,305,35.9
136,20,144,14.9
137,20,1,1.0
138,20,246,25.15
139,20,227,12.3
140,20,357,45.45
141,20,157,11.1
142,20,270,14.45
143,20,1,1.0
144,20,1,1.0
