generation,number_of_networks,maximum_fitness,average_fitness,
0,30,315,35.83
1,30,287,21.4
2,30,370,33.4
3,30,391,41.9
4,30,323,28.03
5,30,243,19.4
6,30,347,42.5
7,30,350,40.47
8,30,262,30.6
9,30,295,19.6
10,30,335,21.73
11,30,126,9.5
12,30,304,62.57
13,30,321,46.23
14,30,282,17.73
15,30,366,22.33
16,30,320,28.5
17,30,343,39.37
18,30,350,24.6
19,30,342,19.63
20,30,248,16.97
21,30,277,32.37
22,30,366,33.63
23,30,158,6.57
24,30,313,46.6
25,30,260,27.43
26,30,281,26.1
27,30,200,16.83
28,30,356,23.67
29,30,242,23.33
30,30,356,47.7
31,30,166,11.63
32,30,343,35.17
33,30,288,30.17
34,30,231,18.23
35,30,216,14.97
36,30,266,38.37
37,30,245,34.3
38,30,310,35.23
39,30,263,25.5
40,30,287,19.17
41,30,363,50.63
42,30,226,8.77
43,30,261,31.63
44,30,399,52.23
45,30,343,27.97
46,30,242,47.0
47,30,352,63.0
48,30,291,40.2
49,30,247,15.77
50,30,269,35.73
51,30,108,10.2
52,30,339,27.27
53,30,315,16.97
54,30,242,13.83
55,30,362,31.13
56,30,250,24.9
57,30,359,40.6
58,30,361,44.6
59,30,299,40.67
60,30,375,39.33
61,30,171,15.9
62,30,280,21.47
63,30,384,32.83
64,30,247,17.13
65,30,306,33.33
66,30,218,8.23
67,30,160,9.5
68,30,303,16.2
69,30,361,35.13
70,30,360,27.17
71,30,383,25.63
72,30,337,31.53
73,30,259,29.57
74,30,283,23.6
75,30,281,44.97
76,30,201,14.43
77,30,300,13.7
78,30,274,24.37
79,30,250,18.83
80,30,350,63.5
81,30,297,46.8
82,30,271,21.43
83,30,337,20.9
84,30,304,33.03
85,30,379,35.3
86,30,306,34.33
87,30,259,25.3
88,30,357,37.63
89,30,208,16.97
90,30,203,17.93
91,30,191,9.77
92,30,329,49.63
93,30,334,58.2
94,30,162,6.37
95,30,283,11.0
96,30,157,11.33
97,30,368,34.23
98,30,269,32.3
99,30,290,33.6
100,30,259,19.03
101,30,281,21.23
102,30,160,6.3
103,30,317,24.83
104,30,225,19.37
105,30,347,12.73
106,30,348,25.83
107,30,290,32.87
108,30,223,16.53
109,30,280,19.0
110,30,214,22.5
111,30,185,7.97
112,30,235,8.8
113,30,203,11.93
114,30,356,32.53
115,30,319,27.93
116,30,282,29.9
117,30,5,1.17
118,30,103,4.4
119,30,266,19.13
120,30,358,12.9
121,30,357,24.7
122,30,350,45.53
123,30,233,25.37
124,30,115,5.0
125,30,322,33.93
126,30,267,18.47
127,30,187,24.27
128,30,335,41.13
129,30,257,29.1
130,30,250,15.57
131,30,298,28.33
132,30,363,30.83
133,30,249,15.03
134,30,335,17.47
135,30,226,17.53
136,30,369,40.43
137,30,97,4.2
138,30,240,8.97
139,30,180,17.3
140,30,335,28.7
141,30,273,34.4
142,30,81,3.83
143,30,195,7.8
144,30,310,11.3
145,30,323,24.9
146,30,292,31.47
147,30,283,17.83
148,30,277,26.1
149,30,138,9.87
150,30,327,40.77
151,30,282,30.37
152,30,368,42.5
153,30,299,22.57
154,30,343,29.6
155,30,161,6.33
156,30,136,14.93
157,30,244,23.63
158,30,355,36.63
159,30,327,21.57
160,30,174,18.13
161,30,246,15.83
162,30,189,15.03
163,30,327,11.87
164,30,171,12.5
165,30,272,22.13
166,30,318,26.53
167,30,47,2.53
168,30,259,26.4
169,30,347,22.97
170,30,390,56.63
171,30,374,25.57
172,30,205,7.8
173,30,278,21.03
174,30,353,30.9
175,30,125,6.17
176,30,204,18.93
177,30,394,24.77
178,30,324,27.97
179,30,253,20.93
180,30,365,36.0
181,30,198,12.77
182,30,311,30.7
183,30,275,28.17
184,30,342,27.53
185,30,36,3.53
186,30,395,35.6
187,30,243,28.9
188,30,322,24.33
189,30,276,19.23
190,30,384,23.07
191,30,281,39.1
192,30,369,27.0
193,30,308,25.93
194,30,285,34.13
195,30,323,15.4
196,30,263,15.07
197,30,375,27.8
198,30,330,19.27
199,30,378,26.7
