generation,number_of_networks,maximum_fitness,average_fitness,
0,50,311,25.24
1,50,267,11.56
2,50,299,18.98
3,50,322,16.72
4,50,230,9.72
5,50,315,8.2
6,50,300,13.36
7,50,249,14.84
8,50,312,27.46
9,50,360,18.1
10,50,258,14.04
11,50,318,27.28
12,50,222,13.4
13,50,247,13.0
14,50,366,20.18
15,50,380,16.26
16,50,351,22.6
17,50,255,15.0
18,50,275,20.06
19,50,374,31.46
20,50,179,24.86
21,50,387,21.9
22,50,144,7.74
23,50,322,23.52
24,50,311,29.44
25,50,208,9.7
26,50,312,29.96
27,50,291,15.8
28,50,118,6.52
29,50,285,10.08
30,50,348,18.78
31,50,152,5.5
32,50,308,34.68
33,50,342,20.98
34,50,253,17.06
35,50,373,23.24
36,50,270,29.06
37,50,235,15.56
38,50,324,13.28
39,50,297,26.58
40,50,288,32.2
41,50,268,32.0
42,50,369,29.68
43,50,274,13.96
44,50,332,25.14
45,50,340,25.38
46,50,349,22.78
47,50,303,28.22
48,50,176,11.1
49,50,348,23.3
50,50,262,12.68
51,50,331,17.06
52,50,326,14.82
53,50,251,10.0
54,50,337,29.54
55,50,276,6.5
56,50,226,8.86
57,50,380,29.18
58,50,350,12.68
59,50,236,15.82
60,50,158,6.54
61,50,329,24.2
62,50,208,14.44
63,50,326,9.52
64,50,344,23.34
65,50,337,15.78
66,50,277,23.16
67,50,308,15.56
68,50,244,10.8
69,50,279,10.92
70,50,234,13.48
71,50,309,39.6
72,50,254,13.84
73,50,356,25.42
74,50,250,7.32
75,50,312,15.6
76,50,266,11.58
77,50,344,25.78
78,50,304,16.62
79,50,199,14.08
80,50,345,21.3
81,50,337,38.8
82,50,350,17.92
83,50,237,11.86
84,50,267,11.6
85,50,281,10.74
86,50,318,13.52
87,50,330,12.66
88,50,390,10.6
89,50,267,9.98
90,50,279,23.2
91,50,327,17.56
92,50,350,23.94
93,50,303,27.5
94,50,357,48.96
95,50,300,34.98
96,50,308,21.24
97,50,198,11.42
98,50,408,27.48
99,50,377,30.28
