experiment,fitness,
22.45.5431,66.758,
47.5.7164,63.745,
47.34.1121,62.943,
23.36.4559,62.591,
33.16.3564,62.003,
34.17.2237,61.966,
25.26.6011,61.007,
38.50.5509,60.992,
23.10.1977,60.738,
46.37.3716,60.03,
49.5.7086,59.815,
48.34.9218,59.296,
33.46.6415,59.058,
30.32.1771,59.033,
31.35.5004,58.156,
24.30.7520,57.523,
31.3.3823,57.077,
40.16.3455,56.271,
50.10.4101,56.07,
24.58.8752,55.599,
39.18.2947,55.106,
41.13.3491,54.153,
32.7.1721,54.101,
40.44.4844,53.791,
41.41.8546,53.595,
42.10.5258,52.959,
24.2.7029,52.048,
48.3.4940,51.866,
25.52.8151,51.051,
49.36.3967,50.98,
49.49.7438,48.857,
39.46.7959,48.627,
15.22.8931,47.28,
9.0.2825,46.037,
7.57.7781,45.196,
17.24.3180,43.908,
0.4.6457,43.057,
32.39.5664,42.98,
8.29.1223,42.645,
18.25.1496,42.415,
1.12.8405,42.18,
59.30.9671,41.904,
1.48.8268,41.793,
16.22.7497,41.747,
53.29.21,41.448,
10.2.9062,41.314,
58.57.4798,41.194,
15.52.4046,41.178,
50.49.9276,40.877,
17.54.3539,40.556,
6.51.6251,40.324,
16.53.5355,40.32,
14.52.2441,39.825,
0.38.7039,39.491,
7.25.9041,39.348,
52.25.9651,39.111,
50.18.8118,38.967,
9.30.1089,38.517,
57.53.2838,38.342,
58.25.1756,37.775,
51.20.6600,34.888,
10.34.2687,34.516,
52.56.4907,32.732,
51.52.8930,32.139,
27.54.2317,16.425,
42.39.8816,15.778,
36.49.5911,15.047,
28.55.7483,14.54,
36.20.4480,14.424,
54.30.4739,14.186,
20.20.7890,14.179,
57.24.7945,14.138,
43.38.4817,14.085,
26.21.8268,14.039,
29.59.6978,13.945,
55.29.4658,13.885,
21.47.9614,13.722,
37.21.5565,13.71,
19.23.9388,13.48,
48.51.7851,13.039,
35.18.4738,13.0,
47.24.8874,12.787,
26.52.3581,12.662,
45.6.6419,12.549,
4.41.3665,12.538,
45.51.8069,12.18,
19.51.7680,12.025,
12.59.1983,11.794,
38.21.5049,11.748,
21.19.5069,11.698,
34.46.7525,11.578,
22.16.4200,11.465,
43.9.3567,10.623,
13.56.5161,10.474,
12.1.8366,10.374,
46.22.6881,10.365,
49.20.5736,10.226,
53.59.6778,10.217,
44.7.7736,10.17,
56.26.2991,10.155,
14.24.5369,9.855,
46.5.9623,9.39,
20.49.6226,9.106,
55.0.1033,9.103,
45.36.6723,8.913,
28.25.2572,8.03,
5.48.3625,7.906,
29.27.2280,7.795,
18.55.4668,7.79,
46.56.2901,7.77,
44.37.2449,7.699,
27.23.6366,7.637,
2.56.7127,6.56,
4.7.7092,6.56,
12.30.9193,6.503,
37.51.6863,6.453,
55.57.1220,6.382,
13.28.5955,6.345,
47.54.2129,6.203,
6.20.4469,5.26,
3.32.2856,5.13,
35.49.3360,5.093,
56.55.2516,3.82,
11.6.7059,3.82,
11.35.1531,3.76,
5.16.3599,3.693,
48.23.5217,2.45,
2.24.1130,2.42,

