generation,number_of_networks,maximum_fitness,average_fitness,
0,20,1,1.0
1,20,1,1.0
2,20,177,9.8
3,21,107,6.05
4,21,1,1.0
5,20,1,1.0
6,20,1,1.0
7,20,1,1.0
8,20,1,1.0
9,20,1,1.0
10,20,30,2.45
11,21,1,1.0
12,20,1,1.0
13,20,12,1.55
14,21,1,1.0
15,20,1,1.0
16,20,328,17.35
17,21,1,1.0
18,20,94,5.65
19,21,1,1.0
20,20,1,1.0
21,20,1,1.0
22,20,195,10.7
23,21,218,11.33
24,21,1,1.0
25,20,1,1.0
26,20,1,1.0
27,20,227,12.3
28,21,1,1.0
29,20,1,1.0
30,20,25,2.2
31,21,161,12.1
32,22,1,1.0
33,20,1,1.0
34,20,1,1.0
35,20,90,5.45
36,21,326,16.48
37,21,1,1.0
38,20,1,1.0
39,20,1,1.0
40,20,1,1.0
41,20,1,1.0
42,20,315,16.7
43,21,377,27.38
44,22,1,1.0
45,20,16,1.75
46,21,318,20.86
47,22,144,11.27
48,22,200,10.05
49,21,1,1.0
