experiment,fitness,
38.4.9251,103.009,
33.12.5405,102.722,
58.29.8796,102.325,
39.5.8756,102.148,
31.37.9621,101.549,
33.34.1945,98.967,
3.32.2228,98.42,
5.12.2695,98.352,
58.9.3189,98.021,
4.47.9146,97.92,
57.27.2874,97.893,
58.48.8330,97.628,
34.21.3453,96.863,
5.36.1920,96.852,
59.9.6777,96.77,
3.56.3480,96.212,
38.44.9770,95.787,
32.23.9321,95.552,
38.23.9782,95.026,
22.3.8411,95.022,
59.30.5754,94.845,
32.48.4979,94.573,
3.7.5242,94.366,
39.46.3309,94.339,
6.0.8272,94.337,
33.56.7457,93.977,
40.7.5000,93.931,
39.24.7754,93.669,
31.59.1608,93.628,
57.47.5760,93.622,
37.42.9299,93.529,
4.21.3170,91.941,
57.4.6985,91.15,
43.6.8129,91.107,
36.34.8474,91.066,
49.39.2982,90.492,
23.48.3391,89.753,
35.52.5582,89.717,
23.6.6280,89.559,
17.32.9286,89.511,
50.30.3474,89.487,
35.7.8080,88.759,
14.32.6025,88.347,
15.26.1300,88.139,
30.47.7482,88.107,
36.13.5406,88.025,
22.22.6521,87.906,
51.49.7353,87.321,
1.6.5212,86.724,
23.27.2282,86.507,
55.56.4416,86.164,
34.44.5411,85.944,
42.1.1592,85.94,
35.29.4116,85.824,
37.20.7967,85.235,
42.45.1024,85.149,
29.30.2590,85.134,
47.9.5771,84.553,
44.20.1241,84.309,
14.58.3062,84.281,
45.14.6012,83.791,
1.53.8778,83.77,
48.50.3468,83.65,
43.27.6409,83.334,
27.13.7607,83.324,
55.12.4804,83.312,
50.55.4850,83.299,
2.42.8327,83.259,
15.49.1852,83.23,
49.14.4830,82.833,
47.33.5026,82.502,
29.55.6718,82.468,
47.58.6040,82.278,
42.22.5645,82.233,
2.17.7946,82.161,
21.40.9111,82.032,
17.6.8268,81.556,
36.56.9798,81.34,
55.34.3108,81.162,
45.41.2575,81.101,
16.40.1250,81.091,
31.11.3206,81.034,
40.51.8855,80.846,
41.14.4278,80.653,
22.43.7774,80.498,
53.7.7871,80.42,
16.14.4436,80.383,
0.18.1116,80.205,
0.41.9545,80.149,
54.0.5049,80.072,
56.39.8232,80.064,
46.40.5963,79.843,
40.28.7459,79.409,
52.41.8058,79.406,
51.21.2799,79.256,
19.55.1129,79.209,
20.49.4840,78.517,
26.47.1052,78.38,
43.52.7887,78.169,
1.29.5439,78.145,
24.8.8014,77.986,
30.21.2115,77.983,
21.15.2721,77.44,
19.27.7082,77.305,
29.2.5998,76.957,
28.35.8899,76.839,
24.59.5289,76.553,
17.56.7086,76.471,
52.13.8642,76.277,
41.37.1577,76.16,
56.16.9327,76.12,
28.9.4422,76.079,
26.20.2009,75.845,
54.23.7202,75.585,
53.33.6556,75.474,
44.45.6821,74.699,
18.26.3679,74.623,
59.52.7119,73.957,
25.52.7587,73.874,
54.48.4238,73.573,
25.25.8210,73.17,
46.9.2189,72.852,
24.32.8187,72.633,
48.23.1784,71.821,
20.21.2078,71.067,
27.39.2466,70.368,
50.1.5583,67.317,
18.55.3481,65.213,

