experiment,fitness,
3.1.6928,56.885,
10.21.8027,52.2865,
58.11.4741,48.876,
8.11.6572,48.8695,
21.54.5678,48.305,
17.6.5087,47.454,
7.50.3206,46.2945,
14.52.2281,45.4475,
12.43.8487,44.979,
10.15.2981,44.343,
12.33.3813,44.1955,
55.52.2308,41.9235,
53.32.9993,41.0775,
24.10.2862,40.232,
48.37.9450,39.9255,
0.23.2948,38.3975,
57.56.1400,38.038,
46.9.5853,36.8975,
43.40.4376,36.73,
0.27.2332,36.632,
51.4.2684,35.977,
38.43.9206,35.596,
5.12.7884,34.6195,
19.23.6337,34.0255,
26.35.2446,34.0045,
33.47.4484,29.1735,
41.7.2859,28.5215,
47.32.1180,27.947,
55.22.7521,27.8405,
29.0.6825,26.9375,
45.5.4726,25.6765,
52.45.2056,24.344,
31.25.9019,23.311,
36.9.1269,23.052,
5.31.1934,21.0745,
38.15.2381,16.613,
2.50.7157,16.332,
42.46.8867,15.8495,
50.6.2031,14.1515,
40.29.2304,11.4325,

